course_number,course_title,credit_hours,major
CMN 111& CMN 112,Oral & Written Comm Iand Oral & Written Comm II,,"Nutrition and Health, BS"
MATH 220,Calculus,,"Nutrition and Health, BS"
MATH 221,Calculus I,,"Nutrition and Health, BS"
MATH 234,Calculus for Business I,,"Nutrition and Health, BS"
ACE 262,Applied Statistical Methods and Data Analytics I,,"Nutrition and Health, BS"
CPSC 241,Intro to Applied Statistics,,"Nutrition and Health, BS"
ECON 202,Economic Statistics I,,"Nutrition and Health, BS"
PSYC 235,Intro to Statistics,,"Nutrition and Health, BS"
STAT 100,Statistics,,"Nutrition and Health, BS"
CHEM 102& CHEM 103,General Chemistry Iand General Chemistry Lab I,4,"Nutrition and Health, BS"
CHEM 104& CHEM 105,General Chemistry IIand General Chemistry Lab II,4,"Nutrition and Health, BS"
MCB 100,Introductory Microbiology,3,"Nutrition and Health, BS"
MCB 101,Intro Microbiology Laboratory,2,"Nutrition and Health, BS"
ACES 101,Contemporary Issues in ACES,2,"Nutrition and Health, BS"
CHEM 232,Elementary Organic Chemistry I,34,"Nutrition and Health, BS"
CHEM 233,Elementary Organic Chem Lab I,2,"Nutrition and Health, BS"
MCB 244,Human Anatomy & Physiology I,3,"Nutrition and Health, BS"
MCB 246,Human Anatomy & Physiology II,3,"Nutrition and Health, BS"
MCB 450,Introductory Biochemistry,3,"Nutrition and Health, BS"
FSHN 101,The Science of Food and How it Relates to You,3,"Nutrition and Health, BS"
FSHN 120,Contemporary Nutrition (with Discussion),34,"Nutrition and Health, BS"
FSHN 329,Communication in Nutrition,3,"Nutrition and Health, BS"
FSHN 417,Neuroscience of Eating & Drinking,3,"Nutrition and Health, BS"
FSHN 420,Nutritional Aspects of Disease,3,"Nutrition and Health, BS"
FSHN 422,Introduction to Personalized Nutrition,3,"Nutrition and Health, BS"
FSHN 424,Biopsychology of Ingestive Behavior,3,"Nutrition and Health, BS"
FSHN 426,Biochemical Nutrition I,3,"Nutrition and Health, BS"
FSHN 427,Biochemical Nutrition II,3,"Nutrition and Health, BS"
ANSC 300-400,Any 300 or 400 level ANSC Course,,"Nutrition and Health, BS"
CHEM 300-400,Any 300 or 400 level CHEM Course,,"Nutrition and Health, BS"
CHLH 300-400,Any 300 or 400 level CHLH Course,,"Nutrition and Health, BS"
FSHN 300-400,Any 300 or 400 level FSHN Course,,"Nutrition and Health, BS"
HDFS 300-400,Any 300 or 400 level HDFS Course,,"Nutrition and Health, BS"
KIN 300-400,Any 300 or 400 level KIN Course,,"Nutrition and Health, BS"
MCB 300-400,Any 300 or 400 level MCB Course,,"Nutrition and Health, BS"
ACCY 201& ACCY 202,Accounting and Accountancy Iand Accounting and Accountancy II,6,"Operations Management, BS"
BUS 101,Professional Responsibility and Business,3,"Operations Management, BS"
BUS 201,Business Dynamics,3,"Operations Management, BS"
BUS 301,Business in Action,3,"Operations Management, BS"
BUS 401,Crafting Your Purpose in Business,3,"Operations Management, BS"
BADM 210& BADM 211,Business Analytics Iand Business Analytics II,6,"Operations Management, BS"
BADM 275,Fundamentals of Operations Management,3,"Operations Management, BS"
BADM 300,The Legal Environment of Bus,3,"Operations Management, BS"
BADM 310,Mgmt and Organizational Beh,3,"Operations Management, BS"
BADM 320,Principles of Marketing,3,"Operations Management, BS"
BADM 449,Business Policy and Strategy,3,"Operations Management, BS"
CMN 101,Public Speaking,3,"Operations Management, BS"
CS 105,Intro Computing: Non-Tech,3,"Operations Management, BS"
ECON 102& ECON 103,Microeconomic Principlesand Macroeconomic Principles,6,"Operations Management, BS"
FIN 221,Corporate Finance,3,"Operations Management, BS"
MATH 115,Preparation for Calculus,,"Operations Management, BS"
MATH 220,Calculus,,"Operations Management, BS"
MATH 221,Calculus I,,"Operations Management, BS"
MATH 231,Calculus II,,"Operations Management, BS"
MATH 234,Calculus for Business I,,"Operations Management, BS"
STAT 100,Statistics,,"Operations Management, BS"
BADM 335,Supply Chain Management Basics,3,"Operations Management, BS"
BADM 350,IT for Networked Organizations,3,"Operations Management, BS"
BADM 374,Management Decision Models,3,"Operations Management, BS"
BADM 375,Operations Strategy,3,"Operations Management, BS"
BADM 377,Project Management,3,"Operations Management, BS"
BADM 379,Business Process Improvement,3,"Operations Management, BS"
BADM 311,Leading Individuals and Teams,3,"Operations Management, BS"
BADM 312,Designing and Managing Orgs,3,"Operations Management, BS"
BADM 329,New Product Development,3,"Operations Management, BS"
BADM 336,Modeling the Supply Chain,3,"Operations Management, BS"
BADM 352,Database Design and Management,3,"Operations Management, BS"
BADM 395,Special Topics (Sec. IOP ),3,"Operations Management, BS"
BADM 353,Info Sys Analysis and Design,3,"Operations Management, BS"
BADM 445,Small Business Consulting,4,"Operations Management, BS"
BADM 453,Business Intelligence,3,"Operations Management, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take ENG 300.),1,"Physics, BS"
PHYS 110,Physics Careers,0,"Physics, BS"
MATH 221,Calculus I (MATH 220 may be substituted. MATH 220 is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.),4,"Physics, BS"
MATH 231,Calculus II,3,"Physics, BS"
MATH 241,Calculus III,4,"Physics, BS"
MATH 257,Linear Algebra with Computational Applications,3,"Physics, BS"
MATH 285,Intro Differential Equations (May be replaced by both MATH 441 and MATH 442.),3,"Physics, BS"
PHYS 211,University Physics: Mechanics,4,"Physics, BS"
PHYS 212,University Physics: Elec & Mag,4,"Physics, BS"
PHYS 213,Univ Physics: Thermal Physics,2,"Physics, BS"
PHYS 214,Univ Physics: Quantum Physics,2,"Physics, BS"
CHEM 102,General Chemistry I,3,"Physics, BS"
CHEM 103,General Chemistry Lab I,1,"Physics, BS"
CS 101,Intro Computing: Engrg & Sci,3,"Physics, BS"
PHYS 225,Relativity & Math Applications,2,"Physics, BS"
PHYS 325,Classical Mechanics I,3,"Physics, BS"
PHYS 435,Electromagnetic Fields I,3,"Physics, BS"
PHYS 486,Quantum Physics I (PHYS 485 may be substituted.),4,"Physics, BS"
ASTR 210,Introduction to Astrophysics,3,"Physics, BS"
ASTR 350,"The Big Bang, Black Holes, and the End of the Universe",3,"Physics, BS"
ASTR 404,Stellar Astrophysics,3,"Physics, BS"
ASTR 405,Planetary Systems,3,"Physics, BS"
ASTR 414,Astronomical Techniques,4,"Physics, BS"
PHYS 246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,2,"Physics, BS"
PHYS 326,Classical Mechanics II,3,"Physics, BS"
PHYS 370,Introduction to Quantum Information and Computing,3,"Physics, BS"
PHYS 427,Thermal & Statistical Physics,4,"Physics, BS"
PHYS 436,Electromagnetic Fields II,3,"Physics, BS"
PHYS 446,Modern Computational Physics,3,"Physics, BS"
PHYS 460,Condensed Matter Physics,4,"Physics, BS"
PHYS 470,Subatomic Physics,4,"Physics, BS"
PHYS 487,Quantum Physics II,4,"Physics, BS"
PHYS 371,Project Design and Execution in a Physics Context,3,"Physics, BS"
PHYS 401,Classical Physics Lab,3,"Physics, BS"
PHYS 402,Light,4,"Physics, BS"
PHYS 403,Modern Experimental Physics,5,"Physics, BS"
PHYS 404,Electronic Circuits,5,"Physics, BS"
TE 100,"Introduction to Innovation, Leadership and Engineering Entrepreneurship",1,"Physics, BS"
ENG 471,Seminar Energy & Sustain Engrg,1,"Physics, BS"
IE 420,Financial Engineering,3,"Physics, BS"
SE 400,Engineering Law,3,"Physics, BS"
TE 360,Lectures in Engineering Entrepreneurship,1,"Physics, BS"
TE 333,"Creativity, Innovation, Vision",4,"Physics, BS"
TE 461,Technology Entrepreneurship,3,"Physics, BS"
TE 450,"Startups: Incorporation, Funding, Contracts, & Intellectual Property",3,"Physics, BS"
TE 466,High-Tech Venture Marketing,2,"Physics, BS"
PHYS 246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,2,"Physics, BS"
PHYS 326,Classical Mechanics II,3,"Physics, BS"
PHYS 370,Introduction to Quantum Information and Computing,3,"Physics, BS"
PHYS 427,Thermal & Statistical Physics,4,"Physics, BS"
PHYS 436,Electromagnetic Fields II,3,"Physics, BS"
PHYS 446,Modern Computational Physics,3,"Physics, BS"
PHYS 460,Condensed Matter Physics,4,"Physics, BS"
PHYS 470,Subatomic Physics,4,"Physics, BS"
PHYS 487,Quantum Physics II,4,"Physics, BS"
PHYS 371,Project Design and Execution in a Physics Context,3,"Physics, BS"
PHYS 401,Classical Physics Lab,3,"Physics, BS"
PHYS 402,Light,4,"Physics, BS"
PHYS 403,Modern Experimental Physics,5,"Physics, BS"
PHYS 404,Electronic Circuits,5,"Physics, BS"
CS 173,Discrete Structures,3,"Physics, BS"
CS 225,Data Structures,4,"Physics, BS"
CS 357,Numerical Methods I,3,"Physics, BS"
CS 420,Parallel Progrmg: Sci & Engrg,3,"Physics, BS"
CS 418,Interactive Computer Graphics,3,"Physics, BS"
CS 450,Numerical Analysis,3,"Physics, BS"
PHYS 246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,2,"Physics, BS"
PHYS 446,Modern Computational Physics,3,"Physics, BS"
PHYS 326,Classical Mechanics II,3,"Physics, BS"
PHYS 370,Introduction to Quantum Information and Computing,3,"Physics, BS"
PHYS 427,Thermal & Statistical Physics,4,"Physics, BS"
PHYS 436,Electromagnetic Fields II,3,"Physics, BS"
PHYS 460,Condensed Matter Physics,4,"Physics, BS"
PHYS 470,Subatomic Physics,4,"Physics, BS"
PHYS 487,Quantum Physics II,4,"Physics, BS"
PHYS 371,Project Design and Execution in a Physics Context,3,"Physics, BS"
PHYS 401,Classical Physics Lab,3,"Physics, BS"
PHYS 402,Light,4,"Physics, BS"
PHYS 403,Modern Experimental Physics,5,"Physics, BS"
PHYS 404,Electronic Circuits,5,"Physics, BS"
NPRE 402,Nuclear Power Engineering,3,"Physics, BS"
PHYS 470,Subatomic Physics,4,"Physics, BS"
NPRE 321,Introduction to Plasmas and Applications,3,"Physics, BS"
NPRE 421,Plasma and Fusion Science,3,"Physics, BS"
NPRE 429,Plasma Engineering,3,"Physics, BS"
NPRE 435,Radiological Imaging,3,"Physics, BS"
NPRE 441,Radiation Protection,4,"Physics, BS"
NPRE 445,Interaction of Radiation with Matter,4,"Physics, BS"
NPRE 451,NPRE Laboratory,3,"Physics, BS"
NPRE 455,Neutron Diffusion & Transport,4,"Physics, BS"
PHYS 246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,2,"Physics, BS"
PHYS 326,Classical Mechanics II,3,"Physics, BS"
PHYS 370,Introduction to Quantum Information and Computing,3,"Physics, BS"
PHYS 427,Thermal & Statistical Physics,4,"Physics, BS"
PHYS 436,Electromagnetic Fields II,3,"Physics, BS"
PHYS 446,Modern Computational Physics,3,"Physics, BS"
PHYS 460,Condensed Matter Physics,4,"Physics, BS"
PHYS 487,Quantum Physics II,4,"Physics, BS"
PHYS 371,Project Design and Execution in a Physics Context,3,"Physics, BS"
PHYS 401,Classical Physics Lab,3,"Physics, BS"
PHYS 402,Light,4,"Physics, BS"
PHYS 403,Modern Experimental Physics,5,"Physics, BS"
PHYS 404,Electronic Circuits,5,"Physics, BS"
PHYS 326,Classical Mechanics II,3,"Physics, BS"
PHYS 427,Thermal & Statistical Physics,4,"Physics, BS"
PHYS 436,Electromagnetic Fields II,3,"Physics, BS"
PHYS 487,Quantum Physics II,4,"Physics, BS"
PHYS 371,Project Design and Execution in a Physics Context,3,"Physics, BS"
PHYS 401,Classical Physics Lab,3,"Physics, BS"
PHYS 402,Light,4,"Physics, BS"
PHYS 403,Modern Experimental Physics,5,"Physics, BS"
PHYS 404,Electronic Circuits,5,"Physics, BS"
RHET 105& CMN 101,Writing and Researchand Public Speaking,,"Plant Biotechnology, BS"
CMN 111& CMN 112,Oral & Written Comm Iand Oral & Written Comm II,,"Plant Biotechnology, BS"
Foreign Language,Third Level or Above,,"Plant Biotechnology, BS"
MATH 220,Calculus,,"Plant Biotechnology, BS"
CPSC 241,Intro to Applied Statistics,,"Plant Biotechnology, BS"
CHEM 102& CHEM 103,General Chemistry Iand General Chemistry Lab I,,"Plant Biotechnology, BS"
CHEM 104& CHEM 105,General Chemistry IIand General Chemistry Lab II,,"Plant Biotechnology, BS"
ACE 100,Introduction to Applied Microeconomics 1,,"Plant Biotechnology, BS"
ACES 101,Contemporary Issues in ACES,,"Plant Biotechnology, BS"
IB 103,Introduction to Plant Biology,4,"Plant Biotechnology, BS"
IB 150,Organismal & Evolutionary Biol,4,"Plant Biotechnology, BS"
MCB 450,Introductory Biochemistry,3,"Plant Biotechnology, BS"
CPSC 102,Foundational Skills in Crop Sciences,2,"Plant Biotechnology, BS"
CPSC 112,Introduction to Crop Sciences,4,"Plant Biotechnology, BS"
CPSC 382,Organic Chem of Biol Processes,4,"Plant Biotechnology, BS"
CPSC 393,Crop Sciences Internship,,"Plant Biotechnology, BS"
CPSC 395,Undergrad Research or Thesis,,"Plant Biotechnology, BS"
CPSC 498,Crop Sci Professional Develpmt,1,"Plant Biotechnology, BS"
CPSC 261,Biotechnology in Agriculture,3,"Plant Biotechnology, BS"
CPSC 265,Genetic Engineering Lab,3,"Plant Biotechnology, BS"
CPSC 352,Plant Genetics,4,"Plant Biotechnology, BS"
CPSC 452,Advanced Plant Genetics,34,"Plant Biotechnology, BS"
CPSC 266,Data in Biology and Agriculture,4,"Plant Biotechnology, BS"
CPSC 270,Applied Entomology,3,"Plant Biotechnology, BS"
EDUC 101,Education Orientation Seminar,1,"Secondary Education, BS"
RHET 101& RHET 102,Principles of Writingand Principles of Research,,"Secondary Education, BS"
CMN 111& CMN 112,Oral & Written Comm Iand Oral & Written Comm II,,"Secondary Education, BS"
ESL 111& ESL 112,Intro to Academic Writing Iand Intro to Academic Writing II,,"Secondary Education, BS"
ESL 115,Principles of Academic Writing,,"Secondary Education, BS"
CI 401,Introductory Teaching in a Diverse Society,3,"Secondary Education, BS"
CI 403,Teaching a Diverse High School Student Population,3,"Secondary Education, BS"
CI 404,Teaching and Assessing Secondary School Students,3,"Secondary Education, BS"
CI 473,Disciplinary Literacy,23,"Secondary Education, BS"
EDPR 442,Educational Practice in Secondary Education,212,"Secondary Education, BS"
EDUC 201,Identity and Difference in Education,3,"Secondary Education, BS"
EDUC 202,"Social Justice, School and Society",3,"Secondary Education, BS"
EPSY 201,Educational Psychology,3,"Secondary Education, BS"
EPSY 485,Assessing Student Performance,34,"Secondary Education, BS"
SPED 405,General Educator's Role in Special Education,3,"Secondary Education, BS"
EDUC 101,Education Orientation Seminar,1,"Special Education, BS"
SPED 117,The Culture of Disability,3,"Special Education, BS"
PSYC 100,Intro Psych,,"Special Education, BS"
PSYC 103,Intro Experimental Psych,,"Special Education, BS"
EDUC 201& EDUC 202,"Identity and Difference in Educationand Social Justice, School and Society (or program-approved equivalent courses)",6,"Special Education, BS"
PSYC 216,Child Psych,,"Special Education, BS"
EPSY 201,Educational Psychology,,"Special Education, BS"
HDFS 105,Intro to Human Development,,"Special Education, BS"
SHS 320,Development of Spoken Language,3,"Special Education, BS"
EDPR 250,School & Community Experiences (LBS),4,"Special Education, BS"
EDPR 420,School Access & Supports (LBE),6,"Special Education, BS"
EDPR 420,School Access & Supports (LBS),6,"Special Education, BS"
EDPR 420,School Access & Supports (LBT),6,"Special Education, BS"
CI 431,Teaching Elementary Mathematics,4,"Special Education, BS"
CI 475,Teaching Elementary Reading and Language Arts I,4,"Special Education, BS"
SPED 317,Characteristics & Eligibility,3,"Special Education, BS"
SPED 424,Foundations of Assessment,3,"Special Education, BS"
SPED 426,Preparing for Professional Practice,3,"Special Education, BS"
SPED 431,Assistive Technology and Physical Disabilities,2,"Special Education, BS"
SPED 438,Collaboration with Diverse Families in Special Education,3,"Special Education, BS"
SPED 440,Instructional Strategies I,4,"Special Education, BS"
SPED 441,Instructional Strategies II,4,"Special Education, BS"
SPED 444,Facilitating the Transition to Adulthood for Students with Disabilities,3,"Special Education, BS"
SPED 446,Curriculum Development I,4,"Special Education, BS"
SPED 447,Curriculum Development II,4,"Special Education, BS"
SPED 448,Curriculum Development III,4,"Special Education, BS"
SPED 461,Alternative and Augmentative Communication and Literacy,3,"Special Education, BS"
SPED 470,School-Wide Behavior Supports in Learning Environments,3,"Special Education, BS"
SPED 471,Individualized Behavior Supports for Students with Disabilities,3,"Special Education, BS"
ACCY 201& ACCY 202,Accounting and Accountancy Iand Accounting and Accountancy II,6,"Strategy, Innovation and Entrepreneurship, BS"
BUS 101,Professional Responsibility and Business,3,"Strategy, Innovation and Entrepreneurship, BS"
BUS 201,Business Dynamics,3,"Strategy, Innovation and Entrepreneurship, BS"
BUS 301,Business in Action,3,"Strategy, Innovation and Entrepreneurship, BS"
BUS 401,Crafting Your Purpose in Business,3,"Strategy, Innovation and Entrepreneurship, BS"
BADM 210& BADM 211,Business Analytics Iand Business Analytics II,6,"Strategy, Innovation and Entrepreneurship, BS"
BADM 275,Fundamentals of Operations Management,3,"Strategy, Innovation and Entrepreneurship, BS"
BADM 300,The Legal Environment of Bus,3,"Strategy, Innovation and Entrepreneurship, BS"
BADM 310,Mgmt and Organizational Beh,3,"Strategy, Innovation and Entrepreneurship, BS"
